oid,category,cat_id,trig_id,over_id,sdate,amount,cleared,checknum,desc
800,Home,6,5,0,2017-08-15 00:00:00.000,-622,True,0,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170814 000560154010245 171 TARGET - LANCASTER C
801,Car,2,11,0,2017-08-15 00:00:00.000,-39370,True,0,ALLY ALLY PAYMT 081417 61192500817601I CORI SPENCER-CLARK
802,FastFood,4,59,0,2017-08-15 00:00:00.000,-2866,True,0,PURCHASE AUTHORIZED ON 08/13 WENDYS #20 LANCASTER CA S587226025701058 CARD 6858
803,Medical,10,29,0,2017-08-17 00:00:00.000,-1000,True,0,PURCHASE AUTHORIZED ON 08/17 KP RX01057 LANCASTER CA P00000000156839968 CARD 6858
804,Groceries,3,16,0,2017-08-17 00:00:00.000,-3409,True,0,PURCHASE AUTHORIZED ON 08/17 VONS Store 2029 LANCASTER CA P00467229830325822 CARD 5839
805,Medical,10,18,0,2017-08-17 00:00:00.000,-5000,True,0,PURCHASE AUTHORIZED ON 08/17 KAISER 0809260 LANCASTER CA P00000000350279820 CARD 5839
806,Mortgage,16,28,0,2017-08-18 00:00:00.000,-95469,True,0,WF HOME MTG AUTO PAY 081817 0433501202 JON E CLARK
807,FastFood,4,72,0,2017-08-18 00:00:00.000,-2386,True,0,PURCHASE AUTHORIZED ON 08/17 SUBMARINE CALIFORN MURRIETA CA S307230086645432 CARD 6858
808,Paycheck,13,25,0,2017-08-18 00:00:00.000,203534,True,0,WS01 ABACUS P/R NET PAY 3 JON E. CLARK
809,Loan,17,30,0,2017-08-21 00:00:00.000,-10000,True,0,AES 8002330557 082117 NM103*PHEAA DEBIT- 27563687\
810,Hobby,8,76,0,2017-08-21 00:00:00.000,-3000,True,0,PAYPAL INST XFER 170819 LILYCOLETTE JON CLARK
811,Health,20,169,0,2017-08-21 00:00:00.000,-15987,True,0,Dental-SBFinanc SBF LOAN 081817 0001810571 400627 08202017
812,Health,20,187,0,2017-08-21 00:00:00.000,-5000,True,1414,CHECK # 1414
813,Groceries,3,16,0,2017-08-21 00:00:00.000,-3942,True,0,PURCHASE AUTHORIZED ON 08/21 VONS Store 2029 LANCASTER CA P00307233850827938 CARD 5839
814,Medical,10,18,0,2017-08-21 00:00:00.000,-2500,True,0,PURCHASE AUTHORIZED ON 08/21 KAISER 0809283 LANCASTER CA P00000000030651487 CARD 5839
815,Gas,5,180,0,2017-08-21 00:00:00.000,-4043,True,0,PURCHASE AUTHORIZED ON 08/21 COSTCO GAS #0762 LANCASTER CA P00467233434871374 CARD 6858
816,Cash,25,71,0,2017-08-21 00:00:00.000,-4000,True,0,ATM WITHDRAWAL AUTHORIZED ON 08/20 4033 WEST AVENUE L LANCASTER CA 0003567 ATM ID 4803E CARD 6858
817,Groceries,3,16,0,2017-08-21 00:00:00.000,-4758,True,0,PURCHASE AUTHORIZED ON 08/20 VONS Store 2029 LANCASTER CA P00587233036510501 CARD 5839
818,Entertain,7,31,0,2017-08-21 00:00:00.000,-6554,True,0,PURCHASE AUTHORIZED ON 08/20 GAMESTOP #6997 44412 VALL LANCASTER CA P00587232787430454 CARD 5839
819,Misc,14,70,0,2017-08-21 00:00:00.000,-3247,True,0,PURCHASE AUTHORIZED ON 08/21 Amazon.com AMZN.COM/BILL WA S387232779624109 CARD 5839
820,Clothing,15,91,0,2017-08-21 00:00:00.000,-10261,True,0,PURCHASE AUTHORIZED ON 08/20 MARSHALLS 4450 VALLEY LANCASTER CA P00000000452915056 CARD 5839
821,Groceries,3,43,0,2017-08-21 00:00:00.000,-25691,True,0,PURCHASE WITH CASH BACK $ 30.00 AUTHORIZED ON 08/20 STATERBROS146 LANCASTER CA P00587232675439219 CARD 5839
822,Groceries,3,43,0,2017-08-21 00:00:00.000,-1266,True,0,PURCHASE AUTHORIZED ON 08/19 STATERBROS146 LANCASTER CA P00307232048843009 CARD 6858
823,FastFood,4,59,0,2017-08-21 00:00:00.000,-1839,True,0,PURCHASE AUTHORIZED ON 08/18 WENDYS #20 LANCASTER CA S467231041141568 CARD 6858
824,Entertain,7,45,0,2017-08-22 00:00:00.000,-199,True,0,PURCHASE AUTHORIZED ON 08/22 BARNES&NOBLE.COM-B 800-843-2665 NY S307233690766629 CARD 6858
825,Misc,14,49,0,2017-08-22 00:00:00.000,-1299,True,0,PURCHASE AUTHORIZED ON 08/21 AMAZON MKTPLACE PM AMZN.COM/BILL WA S467232855673271 CARD 5839
826,Entertain,7,157,0,2017-08-23 00:00:00.000,-299,True,0,PURCHASE AUTHORIZED ON 08/22 SELECTTV.COM800377 ORLANDO FL S387234362986117 CARD 6858
827,Medical,10,29,0,2017-08-24 00:00:00.000,-2000,True,0,PURCHASE AUTHORIZED ON 08/24 KP RX01057 LANCASTER CA P00000000235758649 CARD 6858
828,Beauty,12,184,0,2017-08-24 00:00:00.000,-1093,True,0,RECURRING PAYMENT AUTHORIZED ON 08/23 IPSY *GLAM BAG HELP.IPSY.COM CA S307235666129034 CARD 5839
829,Card,19,55,0,2017-08-25 00:00:00.000,-1500,True,0,CAPITAL ONE PHONE PYMT 170824 723639879092900 6195959171ClarkCori
830,FastFood,4,72,0,2017-08-25 00:00:00.000,-1696,True,0,PURCHASE AUTHORIZED ON 08/24 SUBMARINE CALIFORN MURRIETA CA S587237094999239 CARD 6858
831,FastFood,4,92,0,2017-08-25 00:00:00.000,-169,True,0,PURCHASE AUTHORIZED ON 08/24 PANERA BREAD #2042 LANCASTER CA S307236657932457 CARD 5839
832,Paycheck,13,48,0,2017-08-25 00:00:00.000,120000,True,0,MOBILE DEPOSIT : REF NUMBER :915250949200
833,Hobby,8,135,0,2017-08-28 00:00:00.000,-1447,True,0,PAYPAL INST XFER 170827 ADAFRUITIND JON CLARK
834,Home,6,102,0,2017-08-28 00:00:00.000,-3735,True,0,PURCHASE AUTHORIZED ON 08/27 KIRKLANDS #665 PALMDALE CA P00000000774226331 CARD 6858
835,Groceries,3,43,0,2017-08-28 00:00:00.000,-19583,True,0,PURCHASE AUTHORIZED ON 08/27 STATERBROS146 LANCASTER CA P00387239683467105 CARD 5839
836,Gas,5,4,0,2017-08-28 00:00:00.000,-3479,True,0,PURCHASE AUTHORIZED ON 08/27 CHEVRON 0201268 LANCASTER CA S307239529272776 CARD 6858
837,Misc,14,49,0,2017-08-28 00:00:00.000,-1998,True,0,PURCHASE AUTHORIZED ON 08/27 AMAZON MKTPLACE PM AMZN.COM/BILL WA S587239521079593 CARD 5839
838,FastFood,4,122,0,2017-08-28 00:00:00.000,-262,True,0,PURCHASE AUTHORIZED ON 08/26 IN N OUT BURGER 04 LANCASTER CA S307239018212292 CARD 6858
839,FastFood,4,122,0,2017-08-28 00:00:00.000,-1458,True,0,PURCHASE AUTHORIZED ON 08/26 IN N OUT BURGER 04 LANCASTER CA S307239016355953 CARD 6858
840,Clothing,15,171,0,2017-08-28 00:00:00.000,-3410,True,0,PURCHASE AUTHORIZED ON 08/26 BURLNGTON STORES568 PALMDALE CA P00000000132806694 CARD 5839
841,FastFood,4,72,0,2017-08-28 00:00:00.000,-2485,True,0,PURCHASE AUTHORIZED ON 08/26 SUBMARINE CALIFORN MURRIETA CA S307238706521021 CARD 6858
842,FastFood,4,85,0,2017-08-28 00:00:00.000,-1426,True,0,PURCHASE AUTHORIZED ON 08/25 YOGURTLAND CA295 LANCASTER CA S307238084331234 CARD 6858
843,FastFood,4,90,0,2017-08-28 00:00:00.000,-1882,True,0,PURCHASE AUTHORIZED ON 08/25 RIGATONY'S PIZZA A QUARTZ HILL CA S387238027227399 CARD 6858
844,Utilities,23,87,0,2017-08-28 00:00:00.000,-15000,True,0,PURCHASE AUTHORIZED ON 08/26 TWC*TIME WARNER CA 888-TWCABLE CA S467236605388555 CARD 6858
845,Clothing,15,104,0,2017-08-29 00:00:00.000,-3758,True,0,PURCHASE AUTHORIZED ON 08/28 NINE WEST WEB 800-999-1877 PA S467240002380817 CARD 5839
846,Misc,14,49,0,2017-08-29 00:00:00.000,-1299,True,0,PURCHASE AUTHORIZED ON 08/28 AMAZON MKTPLACE PM AMZN.COM/BILL WA S307239532410627 CARD 5839
847,Insurance,22,74,0,2017-08-30 00:00:00.000,-24634,True,0,STATE FARM RO 27 SFPP 02 S 0361103302 JON E CLARK
848,Groceries,3,16,0,2017-08-30 00:00:00.000,-7041,True,0,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 08/30 VONS Store 2029 LANCASTER CA P00387242849422134 CARD 5839
849,Gas,5,88,0,2017-08-30 00:00:00.000,-2545,True,0,PURCHASE AUTHORIZED ON 08/29 ARCO #42950 LANCASTER CA P00587242044538496 CARD 6858
850,Misc,14,70,0,2017-08-30 00:00:00.000,-1516,True,0,PURCHASE AUTHORIZED ON 08/29 Amazon.com AMZN.COM/BILL WA S307241235142098 CARD 5839
851,Misc,14,49,0,2017-08-30 00:00:00.000,-2899,True,0,PURCHASE AUTHORIZED ON 08/29 AMAZON MKTPLACE PM AMZN.COM/BILL WA S587241235090127 CARD 6858
852,Mortgage,16,28,0,2017-09-01 00:00:00.000,-95468,True,0,WF HOME MTG AUTO PAY 090117 0433501202 JON E CLARK
853,Fee,21,71,0,2017-09-01 00:00:00.000,-250,True,0,NON-WELLS FARGO ATM TRANSACTION FEE
854,Cash,25,71,0,2017-09-01 00:00:00.000,-2325,True,0,NON-WF ATM WITHDRAWAL AUTHORIZED ON 09/01 2343 WEST AVE J LANCASTER CA 00307244421458743 ATM ID CK029458 CARD 6858
855,FastFood,4,72,0,2017-09-01 00:00:00.000,-1673,True,0,PURCHASE AUTHORIZED ON 08/31 SUBMARINE CALIFORN MURRIETA CA S307244096161694 CARD 6858
856,Paycheck,13,25,0,2017-09-01 00:00:00.000,203534,True,0,WS01 ABACUS P/R NET PAY 3 JON E. CLARK
857,Home,6,5,0,2017-09-05 00:00:00.000,-7954,True,0,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170904 000560154010245 080 TARGET - LANCASTER C
858,Check,18,188,0,2017-09-05 00:00:00.000,-2500,True,0,CHECK
859,Loan,17,30,0,2017-09-05 00:00:00.000,-10000,True,0,AES 8002330557 090517 NM103*PHEAA DEBIT- 27656864\
860,Cash,25,71,0,2017-09-05 00:00:00.000,-4000,True,0,ATM WITHDRAWAL AUTHORIZED ON 09/05 4033 WEST AVENUE L LANCASTER CA 0008084 ATM ID 4803E CARD 6858
861,Groceries,3,16,0,2017-09-05 00:00:00.000,-7629,True,0,PURCHASE AUTHORIZED ON 09/05 VONS Store 2029 LANCASTER CA P00587248850530941 CARD 5839
862,Fee,21,71,0,2017-09-05 00:00:00.000,-250,True,0,NON-WELLS FARGO ATM TRANSACTION FEE
863,Cash,25,71,0,2017-09-05 00:00:00.000,-2325,True,0,NON-WF ATM WITHDRAWAL AUTHORIZED ON 09/05 2343 WEST AVE J LANCASTER CA 00587248417574588 ATM ID CK029458 CARD 6858
864,Misc,14,26,0,2017-09-05 00:00:00.000,-10430,True,0,PURCHASE AUTHORIZED ON 09/03 CVS/PHARM 09618--4105 Lancaster CA P00000000834895740 CARD 5839
865,Groceries,3,43,0,2017-09-05 00:00:00.000,-34196,True,0,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 09/03 STATERBROS146 LANCASTER CA P00307246570784438 CARD 5839
866,FastFood,4,122,0,2017-09-05 00:00:00.000,-2398,True,0,PURCHASE AUTHORIZED ON 09/02 IN N OUT BURGER 04 LANCASTER CA S387246060242608 CARD 6858
867,Home,6,75,0,2017-09-05 00:00:00.000,-19110,True,0,PURCHASE AUTHORIZED ON 09/02 THE HOME DEPOT #6651 LANCASTER CA P00307245816357114 CARD 6858
868,Entertain,7,31,0,2017-09-05 00:00:00.000,-429,True,0,PURCHASE AUTHORIZED ON 09/02 GAMESTOP #6997 44412 VALL LANCASTER CA P00587245804517648 CARD 6858
869,Home,6,144,0,2017-09-05 00:00:00.000,-2182,True,0,PURCHASE AUTHORIZED ON 09/02 LOWE'S #2502 LANCASTER CA P00307245759764845 CARD 6858
870,Utilities,23,165,0,2017-09-05 00:00:00.000,-3500,True,0,RECURRING PAYMENT AUTHORIZED ON 09/03 DIRECTV*NOW 800-965-7288 TX S467245529586462 CARD 6858
871,FastFood,4,35,0,2017-09-05 00:00:00.000,-2845,True,0,PURCHASE AUTHORIZED ON 09/01 HOT ROD DOGZ LANCASTER CA S307245036714942 CARD 6858
872,FastFood,4,23,0,2017-09-05 00:00:00.000,-1002,True,0,PURCHASE AUTHORIZED ON 09/01 JACK IN THE BOX 03 LANCASTER CA S307244712713459 CARD 5839
873,FastFood,4,92,0,2017-09-05 00:00:00.000,-955,True,0,PURCHASE AUTHORIZED ON 09/01 PANERA BREAD #2042 LANCASTER CA S587244559405964 CARD 5839
874,Clothing,15,104,0,2017-09-05 00:00:00.000,-5087,True,0,PURCHASE AUTHORIZED ON 09/01 NINE WEST WEB 800-999-1877 PA S587244002112378 CARD 5839
875,Health,20,187,0,2017-09-06 00:00:00.000,-5000,True,1307,CHECK # 1307
876,Home,6,75,0,2017-09-06 00:00:00.000,-872,True,0,PURCHASE AUTHORIZED ON 09/05 THE HOME DEPOT #6651 LANCASTER CA P00307249064155811 CARD 6858
877,FastFood,4,149,0,2017-09-06 00:00:00.000,-1727,True,0,PURCHASE AUTHORIZED ON 09/05 JERSEY MIKES ONLIN 800-321-7676 NJ S307248664658477 CARD 5839
878,Insurance,22,56,0,2017-09-07 00:00:00.000,-5330,True,0,Anthem BC RA-1201023 170906 000000862044425 CORI SPENCER
879,Xfer,9,17,0,2017-09-07 00:00:00.000,30000,True,0,THRIVENT FED CU P2P 170907 CORI SPENCER-CL CORI SPENCER-CLARK
880,Utilities,23,127,0,2017-09-08 00:00:00.000,-9944,True,0,SOCALGAS BILL PAY 170907 20462822871 SOCALGAS
881,Fee,21,0,1,2017-09-08 00:00:00.000,-150,True,0,BILLMATRIX BILLPAYFEE 170907 20462822872 BILLMATRIX
882,Fee,21,126,0,2017-09-08 00:00:00.000,-150,True,0,BILLMATRIX BILLPAYFEE 170907 20462822872 BILLMATRIX
883,Phone,24,65,0,2017-09-08 00:00:00.000,-26000,True,0,SPRINT8006396111 ACHBILLPAY SEP 07 XXXXX1469 CORI SPENCER-CLARK
884,Paycheck,13,48,0,2017-09-08 00:00:00.000,120000,True,0,MOBILE DEPOSIT : REF NUMBER :415080718702
885,Home,6,5,0,2017-09-11 00:00:00.000,-8863,True,0,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170909 000560154010245 076 TARGET - LANCASTER C
886,Medical,10,18,0,2017-09-11 00:00:00.000,-2500,True,0,PURCHASE AUTHORIZED ON 09/11 KAISER 0809283 LANCASTER CA P00000000277402071 CARD 5839
887,Groceries,3,16,0,2017-09-11 00:00:00.000,-1691,True,0,PURCHASE AUTHORIZED ON 09/10 VONS Store 2029 LANCASTER CA P00587254076223700 CARD 6858
888,FastFood,4,72,0,2017-09-11 00:00:00.000,-1568,True,0,PURCHASE AUTHORIZED ON 09/10 SUBMARINE CALIFORN MURRIETA CA S387254020708218 CARD 6858
889,Groceries,3,43,0,2017-09-11 00:00:00.000,-17081,True,0,PURCHASE AUTHORIZED ON 09/10 STATERBROS146 LANCASTER CA P00307253701083784 CARD 6858
890,Groceries,3,16,0,2017-09-11 00:00:00.000,-4819,True,0,PURCHASE AUTHORIZED ON 09/10 VONS Store 2029 LANCASTER CA P00587253530998261 CARD 5839
891,FastFood,4,122,0,2017-09-11 00:00:00.000,-2218,True,0,PURCHASE AUTHORIZED ON 09/09 IN N OUT BURGER 04 LANCASTER CA S387253060793795 CARD 6858
892,Gift,11,173,0,2017-09-11 00:00:00.000,-7181,True,0,PURCHASE AUTHORIZED ON 09/09 TOYS R US #5615 LANCASTER CA P00387252780316882 CARD 5839
893,Gas,5,4,0,2017-09-11 00:00:00.000,-3478,True,0,PURCHASE AUTHORIZED ON 09/09 CHEVRON 0201268 LANCASTER CA S587252630641867 CARD 6858
894,Health,20,44,0,2017-09-11 00:00:00.000,-4495,True,0,RECURRING PAYMENT AUTHORIZED ON 09/10 WEIGHTWATCHERS.COM 800-221-2112 NY S587252332293777 CARD 6858
895,Health,20,44,0,2017-09-11 00:00:00.000,-4495,True,0,RECURRING PAYMENT AUTHORIZED ON 09/10 WEIGHTWATCHERS.COM 800-221-2112 NY S467252332264963 CARD 6858
896,FastFood,4,20,0,2017-09-11 00:00:00.000,-827,True,0,PURCHASE AUTHORIZED ON 09/08 WIENERSCHNITZEL 63 LANCASTER CA S387252043336060 CARD 6858
897,Entertain,7,40,0,2017-09-11 00:00:00.000,-999,True,0,RECURRING PAYMENT AUTHORIZED ON 09/08 Netflix.com netflix.com CA S387251656660686 CARD 6858
898,Fee,21,0,1,2017-09-12 00:00:00.000,-850,True,0,MONTHLY SERVICE FEE
899,Fee,21,46,0,2017-09-12 00:00:00.000,-850,True,0,MONTHLY SERVICE FEE
900,Utilities,23,64,0,2017-09-12 00:00:00.000,-15390,True,0,WASTE MANAGEMENT INTERNET 170911 043000096875564 SPENCER CLARK CORI
901,Groceries,3,16,0,2017-09-12 00:00:00.000,-2819,True,0,PURCHASE AUTHORIZED ON 09/12 VONS Store 2029 LANCASTER CA P00307255842294608 CARD 5839
902,FastFood,4,72,0,2017-09-12 00:00:00.000,-2665,True,0,PURCHASE AUTHORIZED ON 09/11 SUBMARINE CALIFORN MURRIETA CA S467254747062613 CARD 5839
903,FastFood,4,59,0,2017-09-12 00:00:00.000,-1241,True,0,PURCHASE AUTHORIZED ON 09/10 WENDYS #20 LANCASTER CA S307254025068124 CARD 6858
904,Utilities,23,87,0,2017-09-12 00:00:00.000,-16000,True,0,PURCHASE AUTHORIZED ON 09/11 TWC*TIME WARNER CA 888-TWCABLE CA S387253088881680 CARD 6858
905,Fee,21,71,0,2017-09-13 00:00:00.000,-250,True,0,NON-WELLS FARGO ATM TRANSACTION FEE
906,Cash,25,71,0,2017-09-13 00:00:00.000,-2250,True,0,NON-WF ATM WITHDRAWAL AUTHORIZED ON 09/13 20910 VANOWEN STRE CANOGA PARK CA 00307256500583733 ATM ID LK204590 CARD 6858
907,FastFood,4,85,0,2017-09-13 00:00:00.000,-1152,True,0,PURCHASE AUTHORIZED ON 09/11 YOGURTLAND CA295 LANCASTER CA S467255098712083 CARD 6858
908,Cash,25,71,0,2017-09-14 00:00:00.000,-2000,True,0,ATM WITHDRAWAL AUTHORIZED ON 09/14 4033 WEST AVENUE L LANCASTER CA 0000437 ATM ID 4803E CARD 6858
909,Medical,10,18,0,2017-09-14 00:00:00.000,-5000,True,0,PURCHASE AUTHORIZED ON 09/14 KAISER 0809254 LANCASTER CA P00000000549798043 CARD 5839
910,Mortgage,16,28,0,2017-09-15 00:00:00.000,-95469,True,0,WF HOME MTG AUTO PAY 091517 0433501202 JON E CLARK
911,FastFood,4,72,0,2017-09-15 00:00:00.000,-739,True,0,PURCHASE AUTHORIZED ON 09/14 SUBMARINE CALIFORN MURRIETA CA S387258095032089 CARD 6858
912,FastFood,4,149,0,2017-09-15 00:00:00.000,-1238,True,0,PURCHASE AUTHORIZED ON 09/14 JERSEY MIKES ONLIN 800-321-7676 NJ S467257663121559 CARD 5839
913,Paycheck,13,25,0,2017-09-15 00:00:00.000,203529,True,0,WS01 ABACUS P/R NET PAY 3 JON E. CLARK
914,Loan,17,30,0,2017-09-18 00:00:00.000,-10000,True,0,AES 8002330557 091817 NM103*PHEAA DEBIT- 27750701\
915,Cash,25,71,0,2017-09-18 00:00:00.000,-4000,True,0,ATM WITHDRAWAL AUTHORIZED ON 09/18 4033 WEST AVENUE L LANCASTER CA 0007444 ATM ID 4803F CARD 6858
916,Groceries,3,16,0,2017-09-18 00:00:00.000,-4242,True,0,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 09/18 VONS Store 2029 LANCASTER CA P00387261856001503 CARD 5839
917,Medical,10,18,0,2017-09-18 00:00:00.000,-2500,True,0,PURCHASE AUTHORIZED ON 09/18 KAISER 0809283 LANCASTER CA P00000000457930854 CARD 5839
918,Medical,10,29,0,2017-09-18 00:00:00.000,-834,True,0,PURCHASE AUTHORIZED ON 09/17 KP RX01057 LANCASTER CA S467260730182423 CARD 6858
919,Groceries,3,43,0,2017-09-18 00:00:00.000,-25428,True,0,PURCHASE AUTHORIZED ON 09/17 STATERBROS146 LANCASTER CA P00467260656341023 CARD 6858
920,FastFood,4,59,0,2017-09-18 00:00:00.000,-2678,True,0,PURCHASE AUTHORIZED ON 09/16 WENDYS #20 LANCASTER CA S307260034407437 CARD 6858
921,FastFood,4,23,0,2017-09-18 00:00:00.000,-2648,True,0,PURCHASE AUTHORIZED ON 09/16 JACK IN THE BOX 35 LANCASTER CA S587259046750409 CARD 6858
922,Medical,10,29,0,2017-09-18 00:00:00.000,-13860,True,0,PURCHASE AUTHORIZED ON 09/15 KP RX01057 LANCASTER CA S467259022268318 CARD 6858
923,Misc,14,49,0,2017-09-18 00:00:00.000,-1599,True,0,PURCHASE AUTHORIZED ON 09/15 AMAZON MKTPLACE PM AMZN.COM/BILL WA S467258616030127 CARD 5839
924,Car,2,11,0,2017-09-19 00:00:00.000,-35792,True,0,ALLY ALLY PAYMT 091817 61192500817601I CORI SPENCER-CLARK
925,Medical,10,18,0,2017-09-19 00:00:00.000,-5000,True,0,PURCHASE AUTHORIZED ON 09/19 KAISER 0809260 LANCASTER CA P00000000282479691 CARD 5839
926,Gas,5,4,0,2017-09-19 00:00:00.000,-2504,True,0,PURCHASE AUTHORIZED ON 09/19 CHEVRON 0201268 LANCASTER CA S387262089908682 CARD 6858
927,Xfer,9,17,0,2017-09-19 00:00:00.000,50000,True,0,THRIVENT FED CU P2P 170919 CORI SPENCER-CL CORI SPENCER-CLARK
928,Health,20,169,0,2017-09-20 00:00:00.000,-15987,True,0,Dental-SBFinanc SBF LOAN 091817 0001810571 400627 09202017
929,Groceries,3,43,0,2017-09-20 00:00:00.000,-448,True,0,PURCHASE AUTHORIZED ON 09/20 STATERBROS146 LANCASTER CA P00307264023093753 CARD 6858
930,Medical,10,29,0,2017-09-20 00:00:00.000,-1000,True,0,PURCHASE AUTHORIZED ON 09/19 KP RX01057 LANCASTER CA S387263018022277 CARD 6858
931,Medical,10,29,0,2017-09-21 00:00:00.000,-4000,True,0,PURCHASE AUTHORIZED ON 09/20 KP RX01057 LANCASTER CA S587264089194717 CARD 6858
932,Card,19,55,0,2017-09-22 00:00:00.000,-8500,True,0,CAPITAL ONE PHONE PYMT 170921 726439879066320 5233242127ClarkCori
933,Card,19,55,0,2017-09-22 00:00:00.000,-3000,True,0,CAPITAL ONE PHONE PYMT 170921 726439879066319 6195959171ClarkCori
934,FastFood,4,72,0,2017-09-22 00:00:00.000,-1717,True,0,PURCHASE AUTHORIZED ON 09/21 SUBMARINE CALIFORN MURRIETA CA S587265098446110 CARD 6858
935,FastFood,4,185,0,2017-09-22 00:00:00.000,-654,True,0,PURCHASE AUTHORIZED ON 09/20 ROUND TABLE PIZZA LANCASTER CA S467263705866580 CARD 5839
936,Medical,10,18,0,2017-09-25 00:00:00.000,-2500,True,0,PURCHASE AUTHORIZED ON 09/25 KAISER 0809283 LANCASTER CA P00000000931399048 CARD 5839
937,Gas,5,4,0,2017-09-25 00:00:00.000,-3502,True,0,PURCHASE AUTHORIZED ON 09/24 CHEVRON 0201268 LANCASTER CA S307267637434072 CARD 6858
938,Cash,25,71,0,2017-09-25 00:00:00.000,-4000,True,0,ATM WITHDRAWAL AUTHORIZED ON 09/24 4033 WEST AVENUE L LANCASTER CA 0002976 ATM ID 4803E CARD 6858
939,FastFood,4,90,0,2017-09-25 00:00:00.000,-2128,True,0,PURCHASE AUTHORIZED ON 09/22 RIGATONY'S PIZZA A QUARTZ HILL CA S587266031525495 CARD 6858
940,Medical,10,29,0,2017-09-25 00:00:00.000,-2948,True,0,PURCHASE AUTHORIZED ON 09/22 KP RX01057 LANCASTER CA S387266022770051 CARD 6858
941,Entertain,7,157,0,2017-09-25 00:00:00.000,-299,True,0,PURCHASE AUTHORIZED ON 09/22 SELECTTV.COM800377 ORLANDO FL S467265361757853 CARD 6858
942,FastFood,4,23,0,2017-09-25 00:00:00.000,-533,True,0,PURCHASE AUTHORIZED ON 09/21 JACK IN THE BOX 03 LANCASTER CA S467264396142865 CARD 5839
943,Paycheck,13,48,0,2017-09-25 00:00:00.000,120000,True,0,MOBILE DEPOSIT : REF NUMBER :508250787276
944,Fee,21,0,1,2017-09-27 00:00:00.000,-250,False,1,NON-WELLS FARGO ATM TRANSACTION FEE
945,Cash,25,71,0,2017-09-27 00:00:00.000,-4250,False,1,NON-WF ATM WITHDRAWAL AUTHORIZED ON 09/27 20910 VANOWEN STRE CANOGA PARK CA 00307270498373211 ATM ID LK204590 CARD 6858
946,FastFood,4,23,0,2017-09-27 00:00:00.000,-227,False,1,PURCHASE AUTHORIZED ON 09/25 JACK IN THE BOX 03 LANCASTER CA S467268679669973 CARD 5839
947,Hobby,8,135,0,2017-09-28 00:00:00.000,-1300,False,1,PAYPAL INST XFER 170927 ADAFRUITIND JON CLARK
948,Groceries,3,16,0,2017-09-28 00:00:00.000,-10273,False,1,PURCHASE AUTHORIZED ON 09/28 VONS Store 2029 LANCASTER CA P00467271853899311 CARD 5839
949,Cash,25,71,0,2017-09-28 00:00:00.000,-4000,False,1,ATM WITHDRAWAL AUTHORIZED ON 09/28 4033 WEST AVENUE L LANCASTER CA 0009443 ATM ID 4803F CARD 5839
950,FastFood,4,185,0,2017-09-28 00:00:00.000,-654,False,1,PURCHASE AUTHORIZED ON 09/26 ROUND TABLE PIZZA LANCASTER CA S387269669783121 CARD 5839
951,Mortgage,16,28,0,2017-09-29 00:00:00.000,-95468,False,1,WF HOME MTG AUTO PAY 092917 0433501202 JON E CLARK
952,Car,2,11,0,2017-09-29 00:00:00.000,-37581,False,1,ALLY ALLY PAYMT 092817 61192500817601I CORI SPENCER-CLARK
953,Insurance,22,74,0,2017-09-29 00:00:00.000,-24634,False,1,STATE FARM RO 27 SFPP 02 S 0361103302 JON E CLARK
954,FastFood,4,72,0,2017-09-29 00:00:00.000,-1795,False,1,PURCHASE AUTHORIZED ON 09/28 SUBMARINE CALIFORN MURRIETA CA S387272098225557 CARD 6858
955,Education,26,194,0,2017-09-29 00:00:00.000,-299,False,1,PURCHASE AUTHORIZED ON 09/29 GOOGLE *HiPER Calc g.co/helppay# CA S587271650518981 CARD 6858
956,Paycheck,13,25,0,2017-09-29 00:00:00.000,203536,False,1,WS01-ABACUS P/R PAYROLL 3 JON E CLARK
957,Check,18,188,0,2017-10-02 00:00:00.000,-2500,False,1,CHECK
958,Loan,17,30,0,2017-10-02 00:00:00.000,-10000,False,1,AES 8002330557 100217 NM103*PHEAA DEBIT- 27824314\
959,Gas,5,88,0,2017-10-02 00:00:00.000,-2541,False,1,PURCHASE AUTHORIZED ON 10/02 ARCO #42950 LANCASTER CA P00587276013353841 CARD 6858
960,Medical,10,18,0,2017-10-02 00:00:00.000,-2500,False,1,PURCHASE AUTHORIZED ON 10/02 KAISER 0809283 LANCASTER CA P00000000431030942 CARD 5839
961,FastFood,4,195,0,2017-10-02 00:00:00.000,-2800,False,1,PURCHASE AUTHORIZED ON 10/02 THE WHOLE WHEATERY LANCASTER CA P00467275706422834 CARD 5839
962,Entertain,7,13,0,2017-10-02 00:00:00.000,-2499,False,1,PURCHASE AUTHORIZED ON 10/02 PLAYSTATION NETWOR 800-345-7669 CA S387275140998005 CARD 6858
963,Gas,5,4,0,2017-10-02 00:00:00.000,-3445,False,1,PURCHASE AUTHORIZED ON 10/01 CHEVRON/G&M OIL CO.
